######################################################################################################################;;;
#Scenario;;;
######################################################################################################################;;;
JAM_conservative;Консервативная партия;X;
JAM_socialist;Социалистическая партия;X;
JAM_communist;Коммунистическая партия;X;
JAM_reactionary;Реакционная партия;X;
JAM_fascist;Фашистская партия;X;
JAM_anarcho_liberal;Радикальная партия;X;
TDT;Тринидад и Тобаго;X;
TDT_ADJ;Тринидадск.;X;
TDT_liberal;Либеральная партия;X;
TDT_conservative;Консервативная партия;X;
TDT_socialist;Социалистическая партия;X;
TDT_communist;Коммунистическая партия;X;
TDT_reactionary;Реакционная партия;X;
TDT_fascist;Фашистская партия;X;
TDT_anarcho_liberal;Радикальная партия;X;
COD;Содружество Доминики;X;
COD_ADJ;Доминиканск.;X;
COD_liberal;Либеральная партия;X;
COD_conservative;Консервативная партия;X;
COD_socialist;Социалистическая партия;X;
COD_communist;Коммунистическая партия;X;
COD_reactionary;Реакционная партия;X;
COD_fascist;Фашистская партия;X;
COD_anarcho_liberal;Радикальная партия;X;
STL;Сент-Люсия;X;
STL_ADJ;Сент-Люсийск.;X;
STL_liberal;Либеральная партия;X;
STL_conservative;Консервативная партия;X;
STL_socialist;Социалистическая партия;X;
STL_communist;Коммунистическая партия;X;
STL_reactionary;Реакционная партия;X;
STL_fascist;Фашистская партия;X;
STL_anarcho_liberal;Радикальная партия;X;
STV;Сент-Винсент;X;
STV_ADJ;Сент-Винсентск.;X;
STV_liberal;Либеральная партия;X;
STV_conservative;Консервативная партия;X;
STV_socialist;Социалистическая партия;X;
STV_communist;Коммунистическая партия;X;
STV_reactionary;Реакционная партия;X;
STV_fascist;Фашистская партия;X;
STV_anarcho_liberal;Радикальная партия;X;
BAR;Барбадос;X;
BAR_ADJ;Барбадосск.;X;
BAR_liberal;Либеральная партия;X;
BAR_conservative;Консервативная партия;X;
BAR_socialist;Социалистическая партия;X;
BAR_communist;Коммунистическая партия;X;
BAR_reactionary;Реакционная партия;X;
BAR_fascist;Фашистская партия;X;
BAR_anarcho_liberal;Радикальная партия;X;
GRN;Гренада;X;
GRN_ADJ;Гренадск.;X;
GRN_liberal;Либеральная партия;X;
GRN_conservative;Консервативная партия;X;
GRN_socialist;Социалистическая партия;X;
GRN_communist;Коммунистическая партия;X;
GRN_reactionary;Реакционная партия;X;
GRN_fascist;Фашистская партия;X;
GRN_anarcho_liberal;Радикальная партия;X;
ANT;Антигуа и Барбуда;X;
ANT_ADJ;Антигуанск.;X;
ANT_liberal;Либеральная партия;X;
ANT_conservative;Консервативная партия;X;
ANT_socialist;Социалистическая партия;X;
ANT_communist;Коммунистическая партия;X;
ANT_reactionary;Реакционная партия;X;
ANT_fascist;Фашистская партия;X;
ANT_anarcho_liberal;Радикальная партия;X;
STK;Сент-Китс;X;
STK_ADJ;Сенткитск.;X;
STK_liberal;Либеральная партия;X;
STK_conservative;Консервативная партия;X;
STK_socialist;Социалистическая партия;X;
STK_communist;Коммунистическая партия;X;
STK_reactionary;Реакционная партия;X;
STK_fascist;Фашистская партия;X;
STK_anarcho_liberal;Радикальная партия;X;
MSR;Монтсеррат;X;
MSR_ADJ;Монтсерратск.;X;
MSR_liberal;Либеральная партия;X;
MSR_conservative;Консервативная партия;X;
MSR_socialist;Социалистическая партия;X;
MSR_communist;Коммунистическая партия;X;
MSR_reactionary;Реакционная партия;X;
MSR_fascist;Фашистская партия;X;
MSR_anarcho_liberal;Радикальная партия;X;
CUR;Кюрасао;X;
CUR_ADJ;Кюрасаосск.;X;
CUR_liberal;Либеральная партия;X;
CUR_conservative;Консервативная партия;X;
CUR_socialist;Социалистическая партия;X;
CUR_communist;Коммунистическая партия;X;
CUR_reactionary;Реакционная партия;X;
CUR_fascist;Фашистская партия;X;
CUR_anarcho_liberal;Радикальная партия;X;
ARU;Аруба;X;
ARU_ADJ;Арубск.;X;
ARU_liberal;Либеральная партия;X;
ARU_conservative;Консервативная партия;X;
ARU_socialist;Социалистическая партия;X;
ARU_communist;Коммунистическая партия;X;
ARU_reactionary;Реакционная партия;X;
ARU_fascist;Фашистская партия;X;
ARU_anarcho_liberal;Радикальная партия;X;
CAY;Каймановы острова;X;
CAY_ADJ;Кайманск.;X;
CAY_liberal;Либеральная партия;X;
CAY_conservative;Консервативная партия;X;
CAY_socialist;Социалистическая партия;X;
CAY_communist;Коммунистическая партия;X;
CAY_reactionary;Реакционная партия;X;
CAY_fascist;Фашистская партия;X;
CAY_anarcho_liberal;Радикальная партия;X;
GDL;Гваделупа;X;
GDL_ADJ;Гваделупск.;X;
GDL_liberal;Либеральная партия;X;
GDL_conservative;Консервативная партия;X;
GDL_socialist;Социалистическая партия;X;
GDL_communist;Коммунистическая партия;X;
GDL_reactionary;Реакционная партия;X;
GDL_fascist;Фашистская партия;X;
GDL_anarcho_liberal;Радикальная партия;X;
MAR;Маратха;X;
MAR_ADJ;Маратхск.;X;
MAR_liberal;Либеральная партия;X;
MAR_conservative;Консервативная партия;X;
MAR_socialist;Социалистическая партия;X;
MAR_communist;Коммунистическая партия;X;
MAR_reactionary;Реакционная партия;X;
MAR_fascist;Фашистская партия;X;
MAR_anarcho_liberal;Радикальная партия;X;
CHI_absolute_monarchy;Поднебесная;X;
CHI_prussian_constitutionalism;Китай;X;
CHI_hms_government;Китай;X;
TPG;Тайпинское Царство;X;
TPG_ADJ;Тайпинск.;X;
TPG_liberal;Либеральная партия;X;
TPG_conservative;Консервативная партия;X;
TPG_socialist;Социалистическая партия;X;
TPG_communist;Коммунистическая партия;X;
TPG_reactionary;Реакционная партия;X;
TPG_fascist;Фашистская партия;X;
TPG_anarcho_liberal;Радикальная партия;X;
ANU;Аньхойская клика;X;
ANU_ADJ;Аньхойск.;X;
ANU_liberal;Либеральная партия;X;
ANU_conservative;Клуб Аньфу;X;
ANU_socialist;Социалистическая партия;X;
ANU_communist;Коммунистическая партия;X;
ANU_reactionary;Реакционная партия;X;
ANU_fascist;Фашистская партия;X;
ANU_anarcho_liberal;Радикальная партия;X;
ZHI;Чжилийская клика;X;
ZHI_ADJ;Чжилийск.;X;
ZHI_liberal;Либеральная партия;X;
ZHI_conservative;Сторонники Фэн Гочжана;X;
ZHI_socialist;Социалистическая партия;X;
ZHI_communist;Коммунистическая партия;X;
ZHI_reactionary;Реакционная партия;X;
ZHI_fascist;Фашистская партия;X;
ZHI_anarcho_liberal;Радикальная партия;X;
TNT;Танну-Тува;X;
TNT_ADJ;Тувинск.;X;
TNT_liberal;Либеральная партия;X;
TNT_conservative;Гоминьдан;X;
TNT_socialist;Социалистическая партия;X;
TNT_communist;Коммунистическая партия;X;
TNT_reactionary;Реакционная партия;X;
TNT_fascist;Фашистская партия;X;
TNT_anarcho_liberal;Радикальная партия;X;
MCK_military_clique;Фэнтяньская клика;X;
NCI;Кабарда;X;
NCI_ADJ;Кабард.;X;
NCI_liberal;Либеральная партия;X;
NCI_conservative;Консервативная партия;X;
NCI_socialist;Социалистическая партия;X;
NCI_communist;Коммунистическая партия;X;
NCI_reactionary;Монархисты;X;
NCI_fascist;Фашистская партия;X;
NCI_anarcho_liberal;Радикальная партия;X;
CRC;Черкесия;X;
CRC_ADJ;Черкесск.;X;
CRC_liberal;Либеральная партия;X;
CRC_conservative;Консервативная партия;X;
CRC_socialist;Социалистическая партия;X;
CRC_communist;Коммунистическая партия;X;
CRC_reactionary;Реакционная партия;X;
CRC_fascist;Фашистская партия;X;
CRC_anarcho_liberal;Радикальная партия;X;
RUS_conservative;Партия славянофилов;X;
RUS_liberal;Партия западников;X;
RUS_communist;РСДРП;X;
RUS_communist_2;РСДРП(б);X;
RUS_communist_3;РКП(б);X;
RUS_communist_4;ВКП(б);X;
RUS_socialist;Земля и Воля;X;
RUS_socialist_2;Народная воля;X;
RUS_socialist_3;Чёрный передел;X;
RUS_socialist_4;Освобождение труда;X;
RUS_socialist_5;Партия социалистов-революционеров;X;
RUS_socialist_6;Трудовая группа;X;
RUS_socialist_7;Партия народных социалистов;X;
RUS_socialist_8;Эсеры-максималисты;X;
RUS_socialist_9;Левые эсеры;X;
RUS_socialist_10;РСДРП(м);X;
RUS_reactionary;Контрреформисты;X;
RUS_reactionary_2;Союз русского народа;X;
RUS_reactionary_3;Союз Михаила Архангела;X;
RUS_reactionary_4;Русское собрание;X;
RUS_reactionary_5;Русский монархический союз;X;
RUS_conservative_2;Союз 17 октября;X;
RUS_conservative_3;Умеренно-правая фракция;X;
RUS_liberal_2;Конституционно-демократическая партия;X;
RUS_liberal_3;Прогрессивная партия;X;
RUS_anarcho_liberal;Народная расправа;X;
RUS_fascist;Народно-трудовой союз;X;
RUS_fascist_2;РОВС;X;
RSR;РСФСР;X;
RSR_ADJ;Большевистск.;X;
RSR_liberal;Либеральная партия;X;
RSR_conservative;Консервативная партия;X;
RSR_socialist;Социалистическая партия;X;
RSR_communist;РСДРП(б);X;
RSR_reactionary;Реакционная партия;X;
RSR_fascist;Фашистская партия;X;
RSR_anarcho_liberal;Радикальная партия;X;
DON;Всевеликое Войско Донское;X;
DON_ADJ;Донск.;X;
DON_liberal;Либеральная партия;X;
DON_conservative;Консервативная партия;X;
DON_socialist;Социалистическая партия;X;
DON_communist;Коммунистическая партия;X;
DON_reactionary;Реакционная партия;X;
DON_fascist;Фашистская партия;X;
DON_anarcho_liberal;Радикальная партия;X;
TCR;Закавказская федерация;X;
TCR_democracy;Закавказская республика;X;
TCR_ADJ;Закавказск.;X;
TCR_liberal;Либеральная партия;X;
TCR_conservative;Консервативная партия;X;
TCR_socialist;Социалистическая партия;X;
TCR_communist;Коммунистическая партия;X;
TCR_reactionary;Реакционная партия;X;
TCR_fascist;Фашистская партия;X;
TCR_anarcho_liberal;Радикальная партия;X;
POR_reactionary_2;Национальный союз;X;
SMR;Сан-Марино;X;
SMR_ADJ;Сан-Маринск.;X;
SMR_liberal;Либеральная партия;X;
SMR_conservative;Консервативная партия;X;
SMR_socialist;Социалистическая партия;X;
SMR_communist;Коммунистическая партия;X;
SMR_reactionary;Реакционная партия;X;
SMR_fascist;Фашистская партия;X;
SMR_anarcho_liberal;Радикальная партия;X;
ADR;Андорра;X;
ADR_ADJ;Андорранск.;X;
ADR_liberal;Либеральная партия;X;
ADR_conservative;Консервативная партия;X;
ADR_socialist;Социалистическая партия;X;
ADR_communist;Коммунистическая партия;X;
ADR_reactionary;Реакционная партия;X;
ADR_fascist;Фашистская партия;X;
ADR_anarcho_liberal;Радикальная партия;X;
LIE;Лихтенштейн;X;
LIE_ADJ;Лихтенштейнск.;X;
LIE_liberal;Либеральная партия;X;
LIE_conservative;Консервативная партия;X;
LIE_socialist;Социалистическая партия;X;
LIE_communist;Коммунистическая партия;X;
LIE_reactionary;Реакционная партия;X;
LIE_fascist;Фашистская партия;X;
LIE_anarcho_liberal;Радикальная партия;X;
SAU;Саудовская Аравия;X;
SAU_ADJ;Саудовск.;X;
SAU_liberal;Либеральная партия;X;
SAU_conservative;Консервативная партия;X;
SAU_socialist;Социалистическая партия;X;
SAU_communist;Коммунистическая партия;X;
SAU_reactionary;Реакционная партия;X;
SAU_fascist;Фашистская партия;X;
SAU_anarcho_liberal;Радикальная партия;X;
HSM;Хашимитская Аравия;X;
HSM_ADJ;Хашимитск.;X;
HSM_liberal;Либеральная партия;X;
HSM_conservative;Консервативная партия;X;
HSM_socialist;Социалистическая партия;X;
HSM_communist;Коммунистическая партия;X;
HSM_reactionary;Реакционная партия;X;
HSM_fascist;Фашистская партия;X;
HSM_anarcho_liberal;Радикальная партия;X;
SUD;Судан;X;
SUD_ADJ;Суданск.;X;
SUD_liberal;Либеральная партия;X;
SUD_conservative;Консервативная партия;X;
SUD_socialist;Социалистическая партия;X;
SUD_communist;Коммунистическая партия;X;
SUD_reactionary;Реакционная партия;X;
SUD_fascist;Фашистская партия;X;
SUD_anarcho_liberal;Радикальная партия;X;
KWT;Кувейт;X;
KWT_ADJ;Кувейтск.;X;
KWT_liberal;Либеральная партия;X;
KWT_conservative;Консервативная партия;X;
KWT_socialist;Социалистическая партия;X;
KWT_communist;Коммунистическая партия;X;
KWT_reactionary;Реакционная партия;X;
KWT_fascist;Фашистская партия;X;
KWT_anarcho_liberal;Радикальная партия;X;
OBO;Ober Ost;X;
OBO_ADJ;Кувейтск.;X;
OBO_liberal;Либеральная партия;X;
OBO_conservative;Консервативная партия;X;
OBO_socialist;Социалистическая партия;X;
OBO_communist;Коммунистическая партия;X;
OBO_reactionary;Реакционная партия;X;
OBO_fascist;Фашистская партия;X;
OBO_anarcho_liberal;Радикальная партия;X;
LIV;Ливия;X;
LIV_ADJ;Ливийск.;X;
LIV_liberal;Либеральная партия;X;
LIV_conservative;Партия роялистов;X;
LIV_socialist;Социалистическая партия;X;
LIV_communist;Коммунистическая партия;X;
LIV_reactionary;Националистическая партия;X;
LIV_fascist;Фашистская партия;X;
LIV_anarcho_liberal;Радикальная партия;X;
PAK;Пакистан;X;
PAK_ADJ;Пакистанск.;X;
PAK_liberal;Объединённое национальное движение;X;
PAK_conservative;Пакистанский народный фронт;X;
PAK_socialist;Пакистанская народная партия;X;
PAK_communist;Коммунистическая партия;X;
PAK_reactionary;Мусульманская лига;X;
PAK_fascist;Джамаат-и-Ислами;X;
PAK_anarcho_liberal;Партия свободы;X;
SYR;Сирия;X;
SYR_ADJ;Сирийск.;X;
SYR_liberal;Либеральная партия;X;
SYR_conservative;Партия роялистов;X;
SYR_socialist;Социалистическая партия;X;
SYR_communist;Коммунистическая партия;X;
SYR_reactionary;Националистическая партия;X;
SYR_fascist;Фашистская партия;X;
SYR_anarcho_liberal;Радикальная партия;X;
AIN;Айну;X;
AIN_ADJ;Айнск.;X;
AIN_conservative;Консервативная партия;X;
AIN_liberal;Реформистская партия;X;
AIN_socialist;Прогрессивная партия;X;
AIN_communist;Коммунистическая партия;X;
AIN_reactionary;Националистическая партия;X;
AIN_anarcho_liberal;Радикальная партия;X;
AIN_fascist;Фашистская партия;X;
CHO;Тюгоку;X;
CHO_ADJ;Тюгокск.;X;
CHO_absolute_monarchy;Тёсю;X;
CHO_prussian_constitutionalism;Тёсю;X;
CHO_hms_government;Тёсю;X;
CHO_absolute_monarchy_ADJ;Мори;X;
CHO_prussian_constitutionalism_ADJ;Мори;X;
CHO_hms_government_ADJ;Мори;X;
KAG;Исикава;X;
KAG_ADJ;Исикавск.;X;
KAG_absolute_monarchy;Кага;X;
KAG_prussian_constitutionalism;Кага;X;
KAG_hms_government;Кага;X;
KAG_absolute_monarchy_ADJ;Маэдск.;X;
KAG_prussian_constitutionalism_ADJ;Маэдск.;X;
KAG_hms_government_ADJ;Маэдск.;X;
RYU;Рюкю;X;
RYU_ADJ;Рюкю;X;
RYU_conservative;Национальная партия;X;
RYU_liberal;Либеральная партия;X;
RYU_reactionary;Монархистская партия;X;
RYU_anarcho_liberal;Либертанская партия;X;
RYU_socialist;Социал-демократическая партия;X;
RYU_communist;Партия объединенных рабочих;X;
RYU_fascist;Национал-социалистическая партия;X;
SAT;Кюсю;X;
SAT_ADJ;Кюсю;X;
SAT_absolute_monarchy;Сацума;X;
SAT_prussian_constitutionalism;Сацума;X;
SAT_hms_government;Сацума;X;
SAT_absolute_monarchy_ADJ;Симадзу;X;
SAT_prussian_constitutionalism_ADJ;Симадзу;X;
SAT_hms_government_ADJ;Симадзу;X;
SEN;Тохоку;X;
SEN_ADJ;Тохокск.;X;
SEN_absolute_monarchy;Сендай;X;
SEN_prussian_constitutionalism;Сендай;X;
SEN_hms_government;Сендай;X;
SEN_absolute_monarchy_ADJ;Дате;X;
SEN_prussian_constitutionalism_ADJ;Дате;X;
SEN_hms_government_ADJ;Дате;X;
TOS;Сикоку;X;
TOS_ADJ;Сикокск.;X;
TOS_absolute_monarchy;Тоса;X;
TOS_prussian_constitutionalism;Тоса;X;
TOS_hms_government;Тоса;X;
TOS_absolute_monarchy_ADJ;Ямаути;X;
TOS_prussian_constitutionalism_ADJ;Ямаути;X;
TOS_hms_government_ADJ;Ямаути;X;
YZW;Йонедзава;X;
YZW_ADJ;Йонедзавск.;X;
YZW_absolute_monarchy_ADJ;Уэсуги;X;
YZW_prussian_constitutionalism_ADJ;Уэсуги;X;
YZW_hms_government_ADJ;Уэсуги;X;
ASM;Ассам;X;
ASM_ADJ;Ассамск.;X;
ASM_liberal;Либеральная партия;X;
ASM_conservative;Консервативная партия;X;
ASM_socialist;Социалистическая партия;X;
ASM_communist;Коммунистическая партия;X;
ASM_reactionary;Реакционная партия;X;
ASM_fascist;Фашистская партия;X;
ASM_anarcho_liberal;Радикальная партия;X;
BIH;Бихар;X;
BIH_ADJ;Бихарск.;X;
BIH_liberal;Либеральная партия;X;
BIH_conservative;Консервативная партия;X;
BIH_socialist;Социалистическая партия;X;
BIH_communist;Коммунистическая партия;X;
BIH_reactionary;Реакционная партия;X;
BIH_fascist;Фашистская партия;X;
BIH_anarcho_liberal;Радикальная партия;X;
BNG;Бенгалия;X;
BNG_ADJ;Бенгальск.;X;
BNG_liberal;Либеральная партия;X;
BNG_conservative;Консервативная партия;X;
BNG_socialist;Социалистическая партия;X;
BNG_communist;Коммунистическая партия;X;
BNG_reactionary;Реакционная партия;X;
BNG_fascist;Фашистская партия;X;
BNG_anarcho_liberal;Радикальная партия;X;
MAH;Махараштра;X;
MAH_ADJ;Махараштрисск.;X;
MAH_liberal;Либеральная партия;X;
MAH_conservative;Консервативная партия;X;
MAH_socialist;Социалистическая партия;X;
MAH_communist;Коммунистическая партия;X;
MAH_reactionary;Реакционная партия;X;
MAH_fascist;Фашистская партия;X;
MAH_anarcho_liberal;Радикальная партия;X;
SRI;Шри-Ланка;X;
SRI_ADJ;Шриланкийск.;X;
SRI_liberal;Либеральная партия;X;
SRI_conservative;Консервативная партия;X;
SRI_socialist;Социалистическая партия;X;
SRI_communist;Коммунистическая партия;X;
SRI_reactionary;Реакционная партия;X;
SRI_fascist;Фашистская партия;X;
SRI_anarcho_liberal;Радикальная партия;X;
RGR;Рио-Гранде;X;
RGR_ADJ;Риограндск.;X;
RGR_liberal;Либеральная партия;X;
RGR_conservative;Консервативная партия;X;
RGR_socialist;Социалистическая партия;X;
RGR_communist;Коммунистическая партия;X;
RGR_reactionary;Реакционная партия;X;
RGR_fascist;Фашистская партия;X;
RGR_anarcho_liberal;Радикальная партия;X;
YUC;Юкатан;X;
YUC_ADJ;Юкатанск.;X;
YUC_liberal;Либеральная партия;X;
YUC_conservative;Консервативная партия;X;
YUC_socialist;Социалистическая партия;X;
YUC_communist;Коммунистическая партия;X;
YUC_reactionary;Реакционная партия;X;
YUC_fascist;Фашистская партия;X;
YUC_anarcho_liberal;Радикальная партия;X;
WHA;Уэльс;X;
WHA_ADJ;Валлийск.;X;
WHA_liberal;Либеральная партия;X;
WHA_conservative;Консервативная партия;X;
WHA_socialist;Социалистическая партия;X;
WHA_communist;Коммунистическая партия;X;
WHA_reactionary;Реакционная партия;X;
WHA_fascist;Фашистская партия;X;
WHA_anarcho_liberal;Радикальная партия;X;
ENL;Англия;X;
ENL_ADJ;Английск.;X;
ENL_liberal;Либеральная партия;X;
ENL_conservative;Консервативная партия;X;
ENL_socialist;Социалистическая партия;X;
ENL_communist;Коммунистическая партия;X;
ENL_reactionary;Реакционная партия;X;
ENL_fascist;Фашистская партия;X;
ENL_anarcho_liberal;Радикальная партия;X;
KAZ;Казахстан;X;
KAZ_ADJ;Казахстанск.;X;
KAZ_liberal;Либеральная партия;X;
KAZ_conservative;Консервативная партия;X;
KAZ_socialist;Социалистическая партия;X;
KAZ_communist;Коммунистическая партия;X;
KAZ_reactionary;Реакционная партия;X;
KAZ_fascist;Фашистская партия;X;
KAZ_anarcho_liberal;Радикальная партия;X;
KYR;Киргизия;X;
KYR_ADJ;Киргизск.;X;
KYR_liberal;Либеральная партия;X;
KYR_conservative;Консервативная партия;X;
KYR_socialist;Социалистическая партия;X;
KYR_communist;Коммунистическая партия;X;
KYR_reactionary;Реакционная партия;X;
KYR_fascist;Фашистская партия;X;
KYR_anarcho_liberal;Радикальная партия;X;
TAJ;Таджикистан;X;
TAJ_ADJ;Таджикск.;X;
TAJ_liberal;Либеральная партия;X;
TAJ_conservative;Консервативная партия;X;
TAJ_socialist;Социалистическая партия;X;
TAJ_communist;Коммунистическая партия;X;
TAJ_reactionary;Реакционная партия;X;
TAJ_fascist;Фашистская партия;X;
TAJ_anarcho_liberal;Радикальная партия;X;
TKM;Туркменистан;X;
TKM_ADJ;Туркеминистанск.;X;
TKM_liberal;Либеральная партия;X;
TKM_conservative;Консервативная партия;X;
TKM_socialist;Социалистическая партия;X;
TKM_communist;Коммунистическая партия;X;
TKM_reactionary;Реакционная партия;X;
TKM_fascist;Фашистская партия;X;
TKM_anarcho_liberal;Радикальная партия;X;
UZB;Узбекистан;X;
UZB_ADJ;Узбекистанск.;X;
UZB_liberal;Либеральная партия;X;
UZB_conservative;Консервативная партия;X;
UZB_socialist;Социалистическая партия;X;
UZB_communist;Коммунистическая партия;X;
UZB_reactionary;Реакционная партия;X;
UZB_fascist;Фашистская партия;X;
UZB_anarcho_liberal;Радикальная партия;X;
KRK;Каракалпакстан;X;
KRK_ADJ;Каракалпакск.;X;
KRK_liberal;Либеральная партия;X;
KRK_conservative;Консервативная партия;X;
KRK_socialist;Социалистическая партия;X;
KRK_communist;Коммунистическая партия;X;
KRK_reactionary;Реакционная партия;X;
KRK_fascist;Фашистская партия;X;
KRK_anarcho_liberal;Радикальная партия;X;
TKS;Туркестан;X;
TKS_ADJ;Тукестанск.;X;
TKS_liberal;Либеральная партия;X;
TKS_conservative;Консервативная партия;X;
TKS_socialist;Социалистическая партия;X;
TKS_communist;Коммунистическая партия;X;
TKS_reactionary;Реакционная партия;X;
TKS_fascist;Фашистская партия;X;
TKS_anarcho_liberal;Радикальная партия;X;
GNG;Гуандун;X;
GNG_ADJ;Гуандунск.;X;
GNG_liberal;Либеральная партия;X;
GNG_conservative;Консервативная партия;X;
GNG_socialist;Социалистическая партия;X;
GNG_communist;Коммунистическая партия;X;
GNG_reactionary;Реакционная партия;X;
GNG_fascist;Фашистская партия;X;
GNG_anarcho_liberal;Радикальная партия;X;
HNN;Хунань;X;
HNN_ADJ;Хунаньск.;X;
HNN_liberal;Либеральная партия;X;
HNN_conservative;Консервативная партия;X;
HNN_socialist;Социалистическая партия;X;
HNN_communist;Коммунистическая партия;X;
HNN_reactionary;Реакционная партия;X;
HNN_fascist;Фашистская партия;X;
HNN_anarcho_liberal;Радикальная партия;X;
KMT;Гоминьдан;X;
KMT_ADJ;Гоминьданск.;X;
KMT_liberal;Либеральная партия;X;
KMT_conservative;Консервативная партия;X;
KMT_socialist;Социалистическая партия;X;
KMT_communist;Коммунистическая партия;X;
KMT_reactionary;Реакционная партия;X;
KMT_fascist;Фашистская партия;X;
KMT_anarcho_liberal;Радикальная партия;X;
SZC;Сычуань;X;
SZC_ADJ;Сычуаньск.;X;
SZC_liberal;Либеральная партия;X;
SZC_conservative;Консервативная партия;X;
SZC_socialist;Социалистическая партия;X;
SZC_communist;Коммунистическая партия;X;
SZC_reactionary;Реакционная партия;X;
SZC_fascist;Фашистская партия;X;
SZC_anarcho_liberal;Радикальная партия;X;
FJN;Фуцзянь;X;
FJN_ADJ;Фуцзяньск.;X;
FJN_liberal;Либеральная партия;X;
FJN_conservative;Консервативная партия;X;
FJN_socialist;Социалистическая партия;X;
FJN_communist;Коммунистическая партия;X;
FJN_reactionary;Реакционная партия;X;
FJN_fascist;Фашистская партия;X;
FJN_anarcho_liberal;Радикальная партия;X;
GMJ;Гоминьцзюнь;X;
GMJ_ADJ;Гоминьцзюньск.;X;
GMJ_liberal;Либеральная партия;X;
GMJ_conservative;Консервативная партия;X;
GMJ_socialist;Социалистическая партия;X;
GMJ_communist;Коммунистическая партия;X;
GMJ_reactionary;Реакционная партия;X;
GMJ_fascist;Фашистская партия;X;
GMJ_anarcho_liberal;Радикальная партия;X;
TAI;Тайвань;X;
TAI_ADJ;Тайваньск.;X;
