ireland_runs_free_title;Èğëàíäèÿ ïîêèäàåò Ñîşç;;;;;; ;; ;;;;;;;;;x
ireland_runs_free_desc;Ìû áîëüøå íå ìîæåò íàçûâàòü ñåáÿ Ñîåäèíåííîå Êîğîëåâñòâî Âåëèêîáğèòàíèè è Èğëàíäèè;;;;;;;;;;;;;;;;;
establish_cossack_empire_title;Ñîçäàíèå Êàçà÷üåé Èìïåğèè;;;;;;;;;;;;;x;;;;
establish_cossack_empire_desc;Ïîñëå ìíîãèõ óñïåøíûõ âîåííûõ êàìïàíèé Êàçàêè ïğî÷íî óòâåğäèëàñü êàê ãîñóäàğñòâî â Şãî-Âîñòî÷íîé Åâğîïå.;;;;;;;;;;;;;x;;;;
united_the_kingdom_stands_title;Ñîåäèíåííûå Êîğîëåâñòâî!;;;;;;;;;;;;;x;;;;
united_the_kingdom_stands_desc;Ñ 1 ÿíâàğÿ 1801 â ğåçóëüòàòå îáúåäèíåíèÿ ñ Èğëàíäèåé Âåëèêîáğèòàíèÿ áûëà ïğåîáğàçîâàíà â Ñîåäèí¸ííîå êîğîëåâñòâî Âåëèêîáğèòàíèè è Èğëàíäèè.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
zamoyski_code_title;Pass the Zamoyski Code;;;;;;;;;;;;;x;;;;
zamoyski_code_desc;The Zamoyski Code was a major, progressive legislation which would have strengthened royal power, made all officials answerable to the Sejm, placed the clergy and their finances under state supervision and given more privileges to the townsfolk, reduced serfdom, and deprived landless szlachta of many of their legal immunities.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
golden_liberty_title;Reinstate the Golden Liberty;;;;;;;;;;;;;x;;;;
golden_liberty_desc;The Golden liberties or noble's democracy refers to a unique aristocratic political system in the Kingdom of Poland and later, after the Union of Lublin (1569), in the Polish-Lithuanian Commonwealth. Under that system, all nobles (szlachta) who held immediate estates were equal and enjoyed extensive rights and privileges. The nobility controlled the legislature.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
piracy;Piracy;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
piracy_desc;Our merchant shipping has come under attack from privateers working for our enemy. As a result there is a doemstic shortage of trade goods as inflation grips the realm.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
popery_act_title;Popery Act;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
popery_act_desc;The Popery Act was a series of penal laws against Roman Catholics to ensure that, when a Roman Catholic died, his estate was divided equally among his sons, unless the eldest son converted to the Protestant faith, in which case he could inherit all the land. The law was intended to reduce the size, and therefore influence, of Catholic landed estates.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
rights_and_duties;Rights and Duties;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
rights_and_duties_desc;We are a member state of the Holy Roman Empire.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
imperial_reform;Imperial Reform;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
imperial_reform_desc;The Diet of Vienna has recently passed a reform on the administration of the Holy Roman Empire. We must wait 3 years for these reforms to take effect through the empire.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
prussian_military_reforms_title;Prussian Military Reforms;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
prussian_military_reforms_desc;The Prussian Army had its roots in the meager mercenary forces of Brandenburg during the Thirty Years' War. The 'Soldier King' Frederick-William I (1713-1740) was obsessed with the army and achieving self-sufficiency for his country. The new king dismissed most of the artisans from his father's court and granted military officers precedence over court officials. Ambitious and intelligent young men began to enter the military instead of law and administration. Military Reformers introduced the iron ramrod, increasing Prussian firepower, and the slow march, or goose-step. The new king trained and drilled the army relentlessly, focusing on the firing speed of their flintlock muskets and formation maneuverability. The changes gave the army flexibility, precision, and a rate of fire that was largely unequaled for that time period.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
revoke_popery_act_title;Revoke the Popery Act;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
revoke_popery_act_desc;The deliberate persecution of catholics might appease hardline anti-papists and evangelicals but it is causing considerable instability. Perhaps it is time to reunite religion in $COUNTRYNAME$?;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
the_popery_act;Catholic Discrimination;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
the_popery_act_desc;We are ensuring that no catholic will assume political office or control over the country.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
bubonic_plague;Bubonic Plague;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
bubonic_plague_desc;The plague has struck this province!;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
populist_sentiments;Populist Sentiments;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
populist_sentiments_desc;The people are plotting revolution!;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
populism_crushed;Populism Crushed;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
populism_crushed_desc;We have sent in the army to seek out and eliminate all the rebels not just the ringleaders.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
bourgoise_liberalism;Bourgoise Liberalism;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
bourgoise_liberalism_desc;The plutocrats are organising against the aristocracy in coffee houses and secret meetings.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
constitutionalism_debated;Constitutionalism Debated;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
constitutionalism_debated_desc;The liberals are fermenting dissent and are spreading talk of a constitution.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
urban_growth;Urban Growth;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
urban_growth_desc;Peasants are flocking to the towns and cities;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
forced_recruitment;Conscription;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
forced_recruitment_desc;People are being conscripted into service for the current war.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
corruption;Corruption;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
corruption_desc;Corrupt ministers in the government are taking advantage of the people;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
war_tax;Paying War Tax;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
war_tax_desc;This province is paying a war tax to keep the nation in the fight;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
famine;Famine;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
famine_desc;The peasants are starving in this province after a poor harvest;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
marketplace;Marketplace;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
marketplace_desc;Markets provide the rural population of province with access to merchants wanting to buy their produce. This increases their productivity.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
trade_depot;Trade Depot;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
trade_depot_desc;A trade depot allows merchants to congregate and trade their wares wholesale with other merchants.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
canal;Canal;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
canal_desc;A canal increases the trade volume of local producers in any given province.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
road_network;Roadnetwork;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
road_network_desc;This road network grants traders greater access to local producers, thus increasing the province's RGO output.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
post_office;Postal Office;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
post_office_desc;The postal service in this province means merchants will gain more detailed knowledge of the local market allowing them to stay more competitive.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
customs_house;Customs House;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
customs_house_desc;The customs house in this province is increasing the overall national tax revenue.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
trade_restrictions;Trade Restrictions;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
trade_restrictions_desc;This province is subjected to colonial trade restrictions. Only licensed monopoly companies may sell them goods.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
production_restrictions;Production Restrictions;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
production_restrictions_desc;This province is subjected to colonial production restrictions. The colonials may only sell their manufactures to national merchants and not to foreign traders.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
political_restrictions;Political Restrictions;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
political_restrictions_desc;This province is has had its colonial assembly closed by the central government. It is now under martial law.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
loyalist_sentiments;Loyalist Sentiments;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
loyalist_sentiments_desc;Although there is talk of revolution there are many in this province who are still loyal to the central government.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
anti_tax_riots;Anti-Tax Riots;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
anti_tax_riots_desc;Unruly mobs have taken to the streets attacking tariff offices and tar and feathering merchants working for the east india company.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
colonial_partisans;Colonial Partisans;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
colonial_partisans_desc;Colonial rebels have taken up arms against government forces in this province attacking everything from gunpowder depots to vulnerable supply columns.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
patriot_sentiments;Patriot Sentiments;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
patriot_sentiments_desc;Foundings fathers have gathered to debate in a national congress how to declare independence.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
farmers_boom;Local Economic Boom;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
farmers_boom_desc;This local RGO workforce has increased productivity;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
prussian_military_reforms;Prussian Military Reforms;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
prussian_military_reforms_desc;Our military reforms are a revolution of the gunpowder age with an emphasis on discipline under fire, drills and officer tactical training Prussia is able to field the best army in Europe.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
aristocratic_reaction;Aristocratic Reaction;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
aristocratic_reaction_desc;The aristocracy is retaking the country from the plutocrats.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
corrupt_official;Corrupt Official;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
corrupt_official_desc;There is a magistrate who knows how to bleed the peasants dry.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
production_expansion;Production Expansion;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
production_expansion_desc;We have invested more in artisans and farmers.;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
trade_expansion;Trade Expansion;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
trade_expansion_desc;We have invested more in capitalists;;Fördert wirtschaftliches Wachstum, indem Ihr den freien Handel und den freien Austausch von Güter zwischen handelnden Nationen fördert und Monopole und Regierungsbeschränkungen ablehnt.;;Estimula el crecimiento económico a través del libre mercado y la libre circulación de mercancías entre naciones comerciantes y condena los monopolios y las restricciones gubernamentales.;;;;;;;;;x;;;;
religious_violence;Religious Violence;;Deklariert das Monopolstatut;;Aprobar la ley antimonopolio;;;;;;;;;x;;;;
